市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,LocName,lng,lat
江戸川区東小岩４丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,7,5,0,0,0,0,0,1,0,3,1,0,0,0,2,東京都/江戸川区/東小岩/四丁目,139.88983,35.72737
江戸川区東小岩５丁目,19,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,3,3,0,0,0,0,0,0,2,8,2,0,0,0,6,東京都/江戸川区/東小岩/五丁目,139.88835,35.73147
江戸川区東小岩６丁目,26,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,14,0,1,10,0,0,0,0,0,0,0,3,9,1,0,0,0,8,東京都/江戸川区/東小岩/六丁目,139.88951,35.73491
江戸川区西小岩１丁目,141,2,0,2,15,0,7,6,1,1,1,1,0,0,0,0,0,0,0,99,0,0,53,1,0,0,0,2,0,19,24,24,5,2,0,0,17,東京都/江戸川区/西小岩/一丁目,139.87819,35.73258
江戸川区西小岩２丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,6,1,0,0,0,0,0,0,3,7,2,0,0,0,5,東京都/江戸川区/西小岩/二丁目,139.87418,35.73272
江戸川区西小岩３丁目,53,2,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,42,0,0,25,5,0,0,0,1,0,7,4,6,1,1,0,0,4,東京都/江戸川区/西小岩/三丁目,139.87802,35.7377
江戸川区西小岩４丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,2,0,0,0,0,0,3,3,5,2,0,1,0,2,東京都/江戸川区/西小岩/四丁目,139.88019,35.73804
江戸川区西小岩５丁目,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,6,2,0,0,0,0,0,2,3,3,0,0,0,0,3,東京都/江戸川区/西小岩/五丁目,139.88206,35.73932
江戸川区南小岩１丁目,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/江戸川区/南小岩/一丁目,139.88519,35.7202
江戸川区南小岩２丁目,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,8,1,0,0,0,0,0,0,2,6,3,0,0,0,3,東京都/江戸川区/南小岩/二丁目,139.88945,35.72001
江戸川区南小岩３丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,1,0,1,0,0,0,0,1,4,1,0,0,0,3,東京都/江戸川区/南小岩/三丁目,139.88638,35.72578
江戸川区南小岩４丁目,11,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2,0,0,6,0,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,東京都/江戸川区/南小岩/四丁目,139.88341,35.72254
江戸川区南小岩５丁目,28,0,0,0,4,0,0,4,0,0,2,0,0,0,0,2,0,0,0,19,0,1,10,2,0,0,0,0,0,3,3,3,0,1,0,0,2,東京都/江戸川区/南小岩/五丁目,139.88023,35.72438
江戸川区南小岩６丁目,45,0,0,0,4,0,3,0,1,0,1,0,0,0,0,0,1,0,0,27,0,0,19,3,0,0,0,0,1,2,2,13,2,1,0,0,10,東京都/江戸川区/南小岩/六丁目,139.87871,35.72953
江戸川区南小岩７丁目,127,0,0,0,13,0,7,6,0,0,3,0,0,0,1,2,0,0,0,77,0,1,30,2,0,0,1,1,6,20,16,34,4,3,1,1,25,東京都/江戸川区/南小岩/七丁目,139.88332,35.72984
江戸川区南小岩８丁目,53,1,1,0,4,0,1,2,1,0,1,0,0,0,0,0,0,1,0,39,1,0,27,3,0,0,0,0,0,4,4,8,1,0,0,0,7,東京都/江戸川区/南小岩/八丁目,139.88531,35.73167
江戸川区北小岩１丁目,15,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,10,0,1,6,2,0,0,0,0,0,0,1,2,1,0,1,0,0,東京都/江戸川区/北小岩/一丁目,139.89154,35.73627
江戸川区北小岩２丁目,41,0,0,0,3,0,0,3,0,0,2,0,0,0,0,1,1,0,0,28,0,0,17,4,0,0,0,0,0,1,6,8,1,0,1,0,6,東京都/江戸川区/北小岩/二丁目,139.88565,35.73984
江戸川区北小岩３丁目,14,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,1,0,0,0,0,0,2,4,0,0,0,0,4,東京都/江戸川区/北小岩/三丁目,139.89467,35.73714
江戸川区北小岩４丁目,12,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,4,1,1,0,0,2,東京都/江戸川区/北小岩/四丁目,139.89619,35.74155
江戸川区北小岩５丁目,18,0,0,0,2,0,1,1,0,0,2,0,0,1,0,1,0,0,0,10,0,0,9,1,0,0,0,0,0,0,0,4,1,0,0,0,3,東京都/江戸川区/北小岩/五丁目,139.88908,35.74065
江戸川区北小岩６丁目,33,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,15,2,0,1,0,0,0,1,7,5,3,0,0,0,2,東京都/江戸川区/北小岩/六丁目,139.88538,35.74419
江戸川区北小岩７丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/江戸川区/北小岩/七丁目,139.89137,35.74482
江戸川区北小岩８丁目,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,1,4,0,0,0,0,0,0,0,2,4,1,0,0,0,3,東京都/江戸川区/北小岩/八丁目,139.88722,35.74859
江戸川区篠崎町１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,3,1,0,0,0,2,東京都/江戸川区/篠崎町/一丁目,139.90843,35.71003
江戸川区篠崎町２丁目,30,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,26,1,0,17,1,0,1,0,1,1,2,2,2,1,0,0,0,1,東京都/江戸川区/篠崎町/二丁目,139.90793,35.70699
江戸川区篠崎町３丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,2,東京都/江戸川区/篠崎町/三丁目,139.91357,35.70455
江戸川区篠崎町４丁目,25,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,7,4,0,0,0,0,0,1,3,8,1,1,0,0,6,東京都/江戸川区/篠崎町/四丁目,139.91028,35.69965
江戸川区篠崎町５丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,0,0,1,0,0,0,0,0,5,0,0,0,0,5,東京都/江戸川区/篠崎町/五丁目,139.90817,35.70214
江戸川区篠崎町６丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,4,0,1,0,0,3,東京都/江戸川区/篠崎町/六丁目,139.90463,35.70082
江戸川区篠崎町７丁目,64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,29,5,0,1,0,0,2,11,9,5,0,2,1,0,2,東京都/江戸川区/篠崎町/七丁目,139.90207,35.7049
江戸川区篠崎町８丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,3,0,1,0,0,2,東京都/江戸川区/篠崎町/八丁目,139.89798,35.70387
江戸川区北篠崎１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/江戸川区/北篠崎/一丁目,139.8958,35.72072
江戸川区北篠崎２丁目,15,0,0,0,3,0,1,2,0,0,2,0,0,2,0,0,0,0,0,8,1,0,2,2,0,0,0,0,0,0,3,2,0,0,0,0,2,東京都/江戸川区/北篠崎/二丁目,139.89825,35.71908
江戸川区東瑞江１丁目,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,0,1,21,0,0,0,0,0,0,4,3,1,0,0,0,0,1,東京都/江戸川区/東瑞江/一丁目,139.89961,35.69041
江戸川区東瑞江２丁目,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,12,0,0,8,1,0,0,0,0,0,0,3,1,0,0,0,0,1,東京都/江戸川区/東瑞江/二丁目,139.8969,35.68734
江戸川区東瑞江３丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,2,1,0,0,0,1,東京都/江戸川区/東瑞江/三丁目,139.89543,35.69018
江戸川区鹿骨１丁目,35,0,0,0,1,0,0,1,0,0,5,0,0,0,2,1,1,0,1,24,0,1,9,2,0,0,0,0,1,10,1,5,1,0,0,0,4,東京都/江戸川区/鹿骨/一丁目,139.88759,35.70881
江戸川区鹿骨２丁目,18,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,1,5,1,1,0,0,0,0,3,1,3,0,1,0,0,2,東京都/江戸川区/鹿骨/二丁目,139.89337,35.7071
江戸川区鹿骨４丁目,21,0,0,0,1,0,0,1,0,0,4,1,0,2,1,0,0,0,0,13,0,0,6,1,0,0,0,0,0,3,3,3,0,1,0,0,2,東京都/江戸川区/鹿骨/四丁目,139.88963,35.71434
江戸川区鹿骨６丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,東京都/江戸川区/鹿骨/六丁目,139.88354,35.71389
江戸川区鹿骨３丁目,7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,東京都/江戸川区/鹿骨/三丁目,139.89236,35.71336
江戸川区鹿骨５丁目,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,8,0,0,5,2,0,0,0,0,0,0,1,3,0,1,0,0,2,東京都/江戸川区/鹿骨/五丁目,139.88632,35.71481
江戸川区谷河内１丁目,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/江戸川区/谷河内/一丁目,139.89523,35.70328
江戸川区谷河内２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,1,0,0,0,0,0,3,1,0,1,0,0,0,東京都/江戸川区/谷河内/二丁目,139.90002,35.70078
江戸川区東篠崎町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,東京都/江戸川区/東篠崎町,139.91632,35.69517
江戸川区東篠崎１丁目,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,1,6,4,0,0,0,0,4,東京都/江戸川区/東篠崎/一丁目,139.91628,35.69821
江戸川区東篠崎２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/江戸川区/東篠崎/二丁目,139.91177,35.69112
江戸川区南篠崎町２丁目,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,13,0,0,0,0,0,0,3,0,4,2,0,0,0,2,東京都/江戸川区/南篠崎町/二丁目,139.90277,35.69223
江戸川区南篠崎町１丁目,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,東京都/江戸川区/南篠崎町/一丁目,139.9062,35.69482
江戸川区南篠崎町３丁目,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,2,0,0,0,0,0,1,5,2,0,0,0,0,2,東京都/江戸川区/南篠崎町/三丁目,139.9003,35.69529
江戸川区南篠崎町４丁目,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,9,1,0,0,0,0,0,0,2,5,3,0,0,0,2,東京都/江戸川区/南篠崎町/四丁目,139.9028,35.6978
江戸川区南篠崎町５丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,2,4,1,0,0,0,3,東京都/江戸川区/南篠崎町/五丁目,139.90858,35.69262
江戸川区下篠崎町,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,東京都/江戸川区/下篠崎町,139.91325,35.69864
江戸川区東松本１丁目,12,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,6,0,1,1,2,0,0,0,0,0,0,2,3,1,1,1,0,0,東京都/江戸川区/東松本/一丁目,139.88553,35.7187
江戸川区東松本２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,4,1,0,0,0,3,東京都/江戸川区/東松本/二丁目,139.8819,35.71873
江戸川区西篠崎１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,5,東京都/江戸川区/西篠崎/一丁目,139.89384,35.71503
江戸川区西篠崎２丁目,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,東京都/江戸川区/西篠崎/二丁目,139.89594,35.7116
八王子市横山町,42,0,0,0,7,0,2,5,0,0,1,0,0,0,1,0,0,0,0,19,0,0,7,0,2,0,0,0,1,1,8,15,4,2,1,0,8,東京都/八王子市/横山町,139.33696,35.65981
八王子市八日町,17,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,1,2,6,1,1,1,0,3,東京都/八王子市/八日町,139.33115,35.66006
八王子市八幡町,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,1,3,0,0,0,0,3,東京都/八王子市/八幡町,139.32605,35.66062
八王子市八木町,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,東京都/八王子市/八木町,139.32176,35.66107
八王子市追分町,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,東京都/八王子市/追分町,139.31815,35.66069
八王子市千人町１丁目,9,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,3,東京都/八王子市/千人町/一丁目,139.31566,35.65912
八王子市千人町２丁目,39,0,0,0,4,0,3,1,0,0,2,0,0,0,1,1,0,0,0,23,0,0,13,0,1,0,3,0,1,0,5,10,1,2,0,0,7,東京都/八王子市/千人町/二丁目,139.31195,35.65902
八王子市千人町３丁目,35,0,0,0,2,0,0,1,1,0,3,0,0,0,1,2,0,0,0,27,0,1,22,1,0,0,0,0,0,0,3,3,0,0,0,0,3,東京都/八王子市/千人町/三丁目,139.30922,35.65789
八王子市千人町４丁目,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,2,東京都/八王子市/千人町/四丁目,139.30692,35.65634
八王子市日吉町,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,4,東京都/八王子市/日吉町,139.31363,35.66138
八王子市元本郷町１丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,4,0,1,0,0,3,東京都/八王子市/元本郷町/一丁目,139.32152,35.66447
八王子市元本郷町２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,2,東京都/八王子市/元本郷町/二丁目,139.3185,35.66452
八王子市元本郷町３丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,0,0,0,0,0,0,2,8,4,2,0,0,2,東京都/八王子市/元本郷町/三丁目,139.31596,35.66481
八王子市元本郷町４丁目,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,7,2,0,0,0,5,東京都/八王子市/元本郷町/四丁目,139.31308,35.6653
八王子市平岡町,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,2,0,1,0,0,0,0,0,2,2,0,0,0,0,東京都/八王子市/平岡町,139.32516,35.66439
八王子市本郷町,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,東京都/八王子市/本郷町,139.32574,35.66187
八王子市大横町,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,1,0,0,0,0,0,0,3,0,1,0,0,2,東京都/八王子市/大横町,139.32953,35.66375
八王子市本町,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,東京都/八王子市/本町,139.33182,35.66273
八王子市元横山町１丁目,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,東京都/八王子市/元横山町/一丁目,139.33943,35.66403
八王子市元横山町２丁目,19,1,0,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,2,9,0,0,4,1,0,0,0,0,0,0,4,5,1,1,0,0,3,東京都/八王子市/元横山町/二丁目,139.33768,35.66204
八王子市元横山町３丁目,16,0,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,11,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/八王子市/元横山町/三丁目,139.33325,35.66515
八王子市田町,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,東京都/八王子市/田町,139.33574,35.6657
八王子市新町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/八王子市/新町,139.34079,35.66132
八王子市明神町１丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/八王子市/明神町/一丁目,139.34933,35.65837
八王子市明神町２丁目,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,1,6,0,0,0,1,0,1,0,2,12,0,1,0,0,11,東京都/八王子市/明神町/二丁目,139.34673,35.65691
八王子市明神町３丁目,38,2,1,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,27,0,1,9,1,0,0,1,0,1,5,9,6,0,2,0,0,4,東京都/八王子市/明神町/三丁目,139.34351,35.65612
八王子市明神町４丁目,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1,1,8,2,1,0,0,0,0,0,6,11,4,1,0,0,6,東京都/八王子市/明神町/四丁目,139.34409,35.65999
八王子市子安町１丁目,30,0,0,0,2,0,1,1,0,0,2,1,0,0,1,0,0,0,0,21,0,4,11,1,1,0,0,0,0,0,4,5,1,1,0,0,3,東京都/八王子市/子安町/一丁目,139.34319,35.65234
八王子市子安町２丁目,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,3,8,4,0,0,0,4,東京都/八王子市/子安町/二丁目,139.34146,35.64894
八王子市子安町３丁目,18,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,9,0,1,3,0,0,0,0,1,0,2,2,6,0,0,0,0,6,東京都/八王子市/子安町/三丁目,139.33736,35.64941
八王子市子安町４丁目,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,0,0,6,0,0,0,0,0,1,13,7,5,1,1,0,0,3,東京都/八王子市/子安町/四丁目,139.33672,35.65387
八王子市東町,48,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,37,0,2,13,0,0,0,0,0,5,5,12,9,3,1,1,0,4,東京都/八王子市/東町,139.3396,35.65828
八王子市旭町,191,0,0,0,13,0,7,6,0,0,3,2,0,0,1,0,0,0,0,143,0,7,42,5,0,0,6,0,4,43,36,32,8,10,1,0,13,東京都/八王子市/旭町,139.33817,35.65591
八王子市三崎町,31,0,0,0,8,0,1,7,0,0,3,0,0,0,2,1,0,0,0,13,0,0,1,0,0,0,0,0,1,0,11,7,3,1,0,0,3,東京都/八王子市/三崎町,139.33621,35.65713
八王子市中町,108,1,1,0,13,0,4,9,0,0,2,0,0,0,2,0,0,0,0,76,0,2,15,2,0,0,0,1,0,36,20,16,3,5,0,0,8,東京都/八王子市/中町,139.33609,35.65838
八王子市南町,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,0,0,1,0,0,4,3,0,0,1,0,2,東京都/八王子市/南町,139.33301,35.65851
八王子市寺町,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,3,2,0,0,0,0,0,1,2,4,1,0,0,0,3,東京都/八王子市/寺町,139.3329,35.65633
八王子市万町,25,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,2,5,1,2,0,0,0,1,3,4,5,1,0,0,0,4,東京都/八王子市/万町,139.33272,35.65207
八王子市上野町,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,0,0,0,3,4,0,1,0,0,3,東京都/八王子市/上野町,139.32719,35.65515
八王子市天神町,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,東京都/八王子市/天神町,139.33012,35.65742
八王子市南新町,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,東京都/八王子市/南新町,139.33002,35.65877
八王子市小門町,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,東京都/八王子市/小門町,139.32491,35.65881
八王子市台町１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,東京都/八王子市/台町/一丁目,139.32809,35.65067
八王子市台町２丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,2,1,0,0,0,1,東京都/八王子市/台町/二丁目,139.32153,35.65131
八王子市台町３丁目,12,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,6,0,0,2,1,0,0,0,0,0,2,1,3,1,0,0,0,2,東京都/八王子市/台町/三丁目,139.32047,35.65466
八王子市台町４丁目,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,4,1,0,0,1,0,0,2,5,1,2,0,0,2,東京都/八王子市/台町/四丁目,139.3196,35.65756
八王子市中野町,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,1,0,0,0,0,0,1,2,8,2,3,0,0,3,東京都/八王子市/中野町,139.32048,35.6806
八王子市大和田町２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,東京都/八王子市/大和田町/二丁目,139.35841,35.66368
八王子市大和田町３丁目,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/八王子市/大和田町/三丁目,139.35307,35.66004
八王子市大和田町４丁目,9,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,東京都/八王子市/大和田町/四丁目,139.35561,35.66548
八王子市大和田町５丁目,19,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,4,1,0,0,0,0,0,4,0,7,3,3,0,0,1,東京都/八王子市/大和田町/五丁目,139.35147,35.66538
八王子市大和田町６丁目,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,6,2,0,0,0,0,0,3,2,2,1,1,0,0,0,東京都/八王子市/大和田町/六丁目,139.34653,35.6648
八王子市大和田町７丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,5,1,0,0,0,4,東京都/八王子市/大和田町/七丁目,139.34238,35.66696
八王子市高倉町,32,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,1,21,0,1,6,0,0,0,0,0,0,9,5,8,3,0,0,0,5,東京都/八王子市/高倉町,139.36671,35.66611
八王子市石川町,62,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,1,41,0,4,19,8,0,0,0,0,0,2,8,17,2,0,1,0,14,東京都/八王子市/石川町,139.36569,35.67545
八王子市宇津木町,9,0,0,0,2,0,2,0,0,0,4,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/八王子市/宇津木町,139.35262,35.68172
八王子市平町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/八王子市/平町,139.35896,35.69187
八王子市小宮町,34,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,3,7,4,0,1,0,0,0,1,3,12,1,0,0,0,11,東京都/八王子市/小宮町,139.37105,35.68834
八王子市大谷町,18,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,5,7,0,1,0,0,6,東京都/八王子市/大谷町,139.34883,35.67282
八王子市緑町,30,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,4,10,0,0,0,0,0,1,3,7,5,0,0,0,2,東京都/八王子市/緑町,139.32574,35.64762
