市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,LocName,lng,lat
新宿区神楽坂２丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,1,2,4,0,0,0,0,0,0,東京都/新宿区/神楽坂/二丁目,139.74167,35.70067
新宿区神楽坂３丁目,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,東京都/新宿区/神楽坂/三丁目,139.74052,35.70145
新宿区神楽坂４丁目,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/新宿区/神楽坂/四丁目,139.73993,35.70222
新宿区神楽坂５丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,東京都/新宿区/神楽坂/五丁目,139.73862,35.70216
新宿区神楽坂６丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,8,1,1,0,0,0,0,1,東京都/新宿区/神楽坂/六丁目,139.737,35.70304
新宿区揚場町,10,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,東京都/新宿区/揚場町,139.74286,35.70214
新宿区津久戸町,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,東京都/新宿区/津久戸町,139.74123,35.70323
新宿区東五軒町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,東京都/新宿区/東五軒町,139.7393,35.70662
新宿区西五軒町,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,東京都/新宿区/西五軒町,139.73752,35.70695
新宿区赤城元町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/新宿区/赤城元町,139.73636,35.70466
新宿区南榎町,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,東京都/新宿区/南榎町,139.72897,35.7021
新宿区袋町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,東京都/新宿区/袋町,139.73801,35.70054
新宿区払方町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/新宿区/払方町,139.73485,35.69727
新宿区南町,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/新宿区/南町,139.73653,35.6987
新宿区北町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/新宿区/北町,139.73503,35.69995
新宿区納戸町,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/新宿区/納戸町,139.73305,35.69752
新宿区白銀町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/新宿区/白銀町,139.73819,35.70384
新宿区下宮比町,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,東京都/新宿区/下宮比町,139.74364,35.70324
新宿区矢来町,14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,3,1,0,0,0,0,0,1,2,5,4,1,0,0,0,東京都/新宿区/矢来町,139.73235,35.70252
新宿区若宮町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,東京都/新宿区/若宮町,139.73938,35.69954
新宿区岩戸町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/新宿区/岩戸町,139.73743,35.70145
新宿区箪笥町,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,東京都/新宿区/箪笥町,139.73485,35.70053
新宿区横寺町,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/新宿区/横寺町,139.73523,35.70191
新宿区筑土八幡町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/新宿区/筑土八幡町,139.74014,35.70425
新宿区神楽河岸,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,東京都/新宿区/神楽河岸,139.74344,35.70082
新宿区市谷薬王寺町,17,7,0,7,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,5,0,0,1,0,0,1,0,0,0,0,3,2,1,0,0,0,1,東京都/新宿区/市谷薬王寺町,139.7252,35.69681
新宿区市谷柳町,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,2,0,1,0,0,1,東京都/新宿区/市谷柳町,139.72641,35.69927
新宿区赤城下町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,東京都/新宿区/赤城下町,139.73378,35.70562
新宿区天神町,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,東京都/新宿区/天神町,139.73065,35.70544
新宿区東榎町,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/新宿区/東榎町,139.72948,35.70507
新宿区早稲田町,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,東京都/新宿区/早稲田町,139.72235,35.70606
新宿区早稲田南町,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/新宿区/早稲田南町,139.72325,35.70437
新宿区馬場下町,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,6,2,2,0,0,0,0,東京都/新宿区/馬場下町,139.71965,35.70612
新宿区原町１丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,5,0,0,0,0,0,0,4,2,3,1,1,0,0,1,東京都/新宿区/原町/一丁目,139.72552,35.70039
新宿区原町２丁目,8,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,3,1,1,0,0,1,東京都/新宿区/原町/二丁目,139.724,35.70058
新宿区原町３丁目,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,3,2,0,0,0,1,東京都/新宿区/原町/三丁目,139.72275,35.69977
新宿区喜久井町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/新宿区/喜久井町,139.72206,35.70373
新宿区築地町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,東京都/新宿区/築地町,139.73579,35.70597
新宿区弁天町,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,2,東京都/新宿区/弁天町,139.72673,35.7032
新宿区中里町,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,東京都/新宿区/中里町,139.73187,35.70596
新宿区山吹町,14,0,0,0,5,0,4,1,0,0,3,0,0,0,2,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,東京都/新宿区/山吹町,139.7298,35.70794
新宿区改代町,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,東京都/新宿区/改代町,139.73447,35.70726
新宿区水道町,8,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,東京都/新宿区/水道町,139.73608,35.70805
新宿区早稲田鶴巻町,25,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,17,0,0,10,0,1,0,0,0,1,0,5,4,1,1,1,0,1,東京都/新宿区/早稲田鶴巻町,139.72443,35.708
新宿区住吉町,25,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,13,0,0,4,2,0,0,0,0,1,1,5,9,2,4,0,0,3,東京都/新宿区/住吉町,139.72136,35.69306
新宿区市谷台町,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,東京都/新宿区/市谷台町,139.71834,35.6936
新宿区若松町,32,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,22,0,0,6,0,2,0,0,0,0,10,4,8,2,2,0,0,4,東京都/新宿区/若松町,139.71736,35.70018
新宿区戸山１丁目,22,0,0,0,2,0,1,1,0,0,3,0,1,0,0,2,0,0,0,14,0,0,5,0,0,0,0,0,0,0,9,3,1,0,0,0,2,東京都/新宿区/戸山/一丁目,139.71802,35.70375
新宿区戸山２丁目,20,0,0,0,3,0,2,1,0,0,2,0,0,0,1,1,0,0,0,9,0,0,2,1,1,0,0,0,0,2,3,6,0,1,0,0,5,東京都/新宿区/戸山/二丁目,139.71213,35.70274
新宿区戸山３丁目,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,東京都/新宿区/戸山/三丁目,139.71252,35.70629
新宿区余丁町,29,1,0,1,5,0,1,3,0,1,1,0,0,0,0,1,0,0,0,12,0,1,6,0,1,0,1,0,0,1,2,10,3,0,1,0,6,東京都/新宿区/余丁町,139.71568,35.69636
新宿区百人町１丁目,156,4,1,3,28,0,16,9,2,1,9,0,0,2,2,2,2,1,0,84,0,2,37,3,1,0,2,0,2,3,34,31,6,9,1,0,15,東京都/新宿区/百人町/一丁目,139.69923,35.69992
新宿区百人町２丁目,107,3,1,2,5,0,3,2,0,0,2,0,0,1,1,0,0,0,0,81,0,0,21,2,2,0,2,0,2,35,17,16,1,3,0,0,12,東京都/新宿区/百人町/二丁目,139.69873,35.70299
新宿区百人町３丁目,20,1,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,7,1,0,0,0,0,0,1,4,3,0,1,0,0,2,東京都/新宿区/百人町/三丁目,139.69774,35.70601
新宿区百人町４丁目,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,東京都/新宿区/百人町/四丁目,139.69809,35.70821
新宿区戸塚町１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,東京都/新宿区/戸塚町/一丁目,139.72215,35.70984
新宿区下落合１丁目,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,1,0,0,0,0,2,8,4,0,0,0,0,4,東京都/新宿区/下落合/一丁目,139.69958,35.71574
新宿区下落合２丁目,16,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,8,0,0,3,0,0,0,0,0,0,1,4,4,2,0,0,0,2,東京都/新宿区/下落合/二丁目,139.70251,35.71813
新宿区下落合３丁目,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,19,0,0,9,1,0,0,0,2,0,2,5,6,2,0,0,0,4,東京都/新宿区/下落合/三丁目,139.70174,35.72118
新宿区下落合４丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,1,0,0,0,0,0,1,2,4,0,0,0,0,4,東京都/新宿区/下落合/四丁目,139.69656,35.71939
新宿区中落合１丁目,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,5,0,0,0,0,1,1,1,3,5,1,1,0,0,3,東京都/新宿区/中落合/一丁目,139.69025,35.71714
新宿区中落合２丁目,14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,0,1,6,1,2,0,0,3,東京都/新宿区/中落合/二丁目,139.69223,35.71949
新宿区中落合３丁目,20,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,18,0,0,13,1,0,0,0,1,0,0,3,0,0,0,0,0,0,東京都/新宿区/中落合/三丁目,139.68875,35.72081
新宿区中落合４丁目,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,2,東京都/新宿区/中落合/四丁目,139.6835,35.71887
新宿区上落合１丁目,37,1,0,1,2,0,0,2,0,0,3,0,0,1,1,0,0,0,1,24,0,1,13,2,0,0,0,0,0,2,6,7,2,0,0,0,5,東京都/新宿区/上落合/一丁目,139.69243,35.71349
新宿区上落合２丁目,28,0,0,0,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,6,1,0,0,0,0,1,1,4,10,3,1,0,0,6,東京都/新宿区/上落合/二丁目,139.68811,35.7135
新宿区上落合３丁目,21,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,7,1,0,0,0,0,0,1,4,6,2,0,0,0,4,東京都/新宿区/上落合/三丁目,139.68372,35.71252
新宿区西落合１丁目,20,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,7,1,0,0,0,0,0,0,4,6,2,0,0,0,4,東京都/新宿区/西落合/一丁目,139.68127,35.72108
新宿区西落合２丁目,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,6,2,3,0,0,1,東京都/新宿区/西落合/二丁目,139.67639,35.72091
新宿区西落合３丁目,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,22,0,0,13,0,0,0,0,0,0,1,8,4,1,0,0,0,3,東京都/新宿区/西落合/三丁目,139.67892,35.72418
新宿区西落合４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/新宿区/西落合/四丁目,139.67838,35.72689
新宿区中井１丁目,11,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,東京都/新宿区/中井/一丁目,139.68423,35.71497
新宿区中井２丁目,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,東京都/新宿区/中井/二丁目,139.68382,35.71643
新宿区北新宿１丁目,57,0,0,0,10,0,2,7,1,0,1,0,0,0,0,1,0,0,0,30,0,0,19,0,0,0,0,0,2,3,6,16,2,7,1,0,6,東京都/新宿区/北新宿/一丁目,139.69388,35.69949
新宿区北新宿２丁目,24,0,0,0,3,0,3,0,0,0,1,0,0,0,0,1,0,0,0,14,0,1,11,0,0,0,0,0,0,0,2,6,1,3,1,0,1,東京都/新宿区/北新宿/二丁目,139.68964,35.69859
新宿区北新宿３丁目,30,0,0,0,3,0,2,0,1,0,3,0,0,0,0,2,1,0,0,16,0,0,7,0,0,0,0,1,0,0,8,8,2,1,0,0,5,東京都/新宿区/北新宿/三丁目,139.69098,35.70385
新宿区北新宿４丁目,40,1,1,0,3,0,2,1,0,0,4,0,0,1,0,2,0,0,1,25,0,0,18,0,1,0,0,0,0,2,4,7,3,3,0,0,1,東京都/新宿区/北新宿/四丁目,139.6913,35.70677
新宿区西新宿１丁目,504,2,2,0,40,0,33,7,0,0,16,1,0,2,11,0,0,0,2,362,1,0,73,2,1,0,7,0,15,188,75,84,20,10,7,0,47,東京都/新宿区/西新宿/一丁目,139.69749,35.69038
新宿区西新宿２丁目,67,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9,0,0,0,4,0,2,6,19,23,4,3,0,0,16,東京都/新宿区/西新宿/二丁目,139.69177,35.68945
新宿区西新宿３丁目,50,1,0,1,3,0,2,0,1,0,3,1,0,0,0,2,0,0,0,31,0,0,16,0,0,0,0,0,1,4,10,12,4,2,2,0,4,東京都/新宿区/西新宿/三丁目,139.68918,35.68453
新宿区西新宿４丁目,45,1,0,1,6,0,2,4,0,0,2,0,0,0,0,1,0,0,1,32,0,0,19,3,0,0,0,0,0,0,10,4,2,1,0,0,1,東京都/新宿区/西新宿/四丁目,139.68762,35.68754
新宿区西新宿５丁目,36,0,0,0,3,0,1,2,0,0,4,0,0,2,0,2,0,0,0,23,0,0,14,1,0,0,1,0,0,1,6,6,2,0,0,0,4,東京都/新宿区/西新宿/五丁目,139.68556,35.69289
新宿区西新宿６丁目,95,1,1,0,10,0,7,3,0,0,2,0,0,0,0,1,0,0,1,56,0,1,22,2,0,0,5,0,1,3,22,26,6,5,4,0,11,東京都/新宿区/西新宿/六丁目,139.69096,35.69342
新宿区西新宿７丁目,124,1,1,0,8,0,4,3,1,0,2,0,0,1,1,0,0,0,0,87,0,0,33,1,4,1,2,1,2,14,29,26,5,8,2,0,11,東京都/新宿区/西新宿/七丁目,139.69724,35.69558
新宿区西新宿８丁目,30,1,1,0,6,0,2,3,1,0,0,0,0,0,0,0,0,0,0,19,0,0,15,0,0,0,2,0,0,0,2,4,0,3,0,0,1,東京都/新宿区/西新宿/八丁目,139.69246,35.69578
新宿区西早稲田１丁目,34,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,15,0,2,0,0,0,0,0,8,7,2,1,0,0,4,東京都/新宿区/西早稲田/一丁目,139.71902,35.70982
新宿区西早稲田２丁目,22,0,0,0,1,0,0,1,0,0,4,0,0,0,0,3,1,0,0,11,0,0,5,2,0,0,0,0,0,1,3,6,2,1,0,0,3,東京都/新宿区/西早稲田/二丁目,139.71304,35.7089
新宿区西早稲田３丁目,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,22,0,1,12,1,0,0,0,0,0,4,4,9,4,0,0,0,5,東京都/新宿区/西早稲田/三丁目,139.71379,35.71209
新宿区高田馬場１丁目,171,0,0,0,15,0,11,2,1,1,8,0,0,0,1,6,1,0,0,123,0,1,33,1,1,0,13,0,2,42,30,25,2,4,1,0,18,東京都/新宿区/高田馬場/一丁目,139.70642,35.71098
新宿区高田馬場２丁目,63,1,1,0,4,0,2,2,0,0,5,0,0,2,1,1,0,0,1,45,0,0,21,0,2,0,0,0,2,7,13,8,2,4,0,0,2,東京都/新宿区/高田馬場/二丁目,139.7075,35.71298
新宿区高田馬場３丁目,64,0,0,0,2,0,1,0,1,0,2,0,0,0,0,2,0,0,0,45,0,0,22,2,5,0,1,0,0,8,7,15,1,2,1,0,11,東京都/新宿区/高田馬場/三丁目,139.6972,35.71347
新宿区高田馬場４丁目,50,1,0,1,3,0,3,0,0,0,3,0,0,1,0,1,0,0,1,31,0,0,14,0,1,0,0,0,2,7,7,12,0,5,1,0,6,東京都/新宿区/高田馬場/四丁目,139.69919,35.71077
新宿区大久保１丁目,128,4,3,1,15,0,10,4,1,0,10,0,0,0,2,7,0,0,1,80,0,1,26,4,1,0,0,1,1,33,13,19,5,3,0,0,11,東京都/新宿区/大久保/一丁目,139.70496,35.69964
新宿区大久保２丁目,107,2,2,0,8,0,3,5,0,0,6,0,0,0,1,2,2,0,1,68,0,2,39,1,2,0,0,1,4,5,14,23,2,11,0,0,10,東京都/新宿区/大久保/二丁目,139.7057,35.70267
新宿区大久保３丁目,39,2,1,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0,13,2,0,0,0,0,0,1,7,9,2,6,0,0,1,東京都/新宿区/大久保/三丁目,139.70517,35.70682
新宿区歌舞伎町１丁目,573,8,5,3,112,0,64,44,2,2,20,1,0,0,14,0,0,0,5,311,1,1,36,2,1,0,25,1,44,56,144,122,29,20,6,0,67,東京都/新宿区/歌舞伎町/一丁目,139.70129,35.69539
新宿区歌舞伎町２丁目,361,14,6,8,72,0,33,27,4,8,19,1,0,0,5,5,3,3,2,170,0,4,66,3,4,0,7,3,7,3,73,86,8,9,5,0,64,東京都/新宿区/歌舞伎町/二丁目,139.70383,35.69656
新宿区新小川町,20,2,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,10,0,0,3,0,1,0,0,0,1,2,3,5,1,1,1,0,2,東京都/新宿区/新小川町,139.74219,35.70624
新宿区富久町,45,1,1,0,4,0,3,0,1,0,5,0,0,0,0,4,1,0,0,24,0,0,8,1,0,0,0,0,0,7,8,11,0,2,0,0,9,東京都/新宿区/富久町,139.71495,35.69349
新宿区河田町,21,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,14,0,0,2,0,0,0,0,0,1,2,9,3,2,0,0,0,1,東京都/新宿区/河田町,139.71956,35.69675
新宿区市谷仲之町,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,東京都/新宿区/市谷仲之町,139.72301,35.69472
新宿区市谷山伏町,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,東京都/新宿区/市谷山伏町,139.7282,35.70005
新宿区細工町,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/新宿区/細工町,139.733,35.69899
新宿区二十騎町,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/新宿区/二十騎町,139.73064,35.69833
新宿区南山伏町,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,4,1,0,1,0,2,東京都/新宿区/南山伏町,139.73126,35.69913
新宿区北山伏町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,東京都/新宿区/北山伏町,139.7301,35.70008
新宿区四谷坂町,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,1,3,3,2,0,0,0,1,東京都/新宿区/四谷坂町,139.72731,35.6903
新宿区四谷本塩町,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,東京都/新宿区/四谷本塩町,139.72972,35.68948
新宿区四谷三栄町,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,1,0,0,0,0,0,0,5,4,0,0,0,1,東京都/新宿区/四谷三栄町,139.72604,35.68855
文京区後楽１丁目,82,1,0,1,15,0,11,3,1,0,1,0,0,0,0,0,0,0,1,47,0,0,3,0,0,0,10,0,8,1,25,18,7,5,1,0,5,東京都/文京区/後楽/一丁目,139.75055,35.70457
文京区後楽２丁目,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,1,0,0,0,0,6,2,0,2,0,2,東京都/文京区/後楽/二丁目,139.74524,35.70557
文京区春日１丁目,56,1,0,1,13,0,8,5,0,0,1,0,0,0,1,0,0,0,0,36,0,0,8,0,0,0,4,0,1,9,14,5,1,1,0,0,3,東京都/文京区/春日/一丁目,139.74944,35.70805
文京区春日２丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,4,3,0,0,0,1,東京都/文京区/春日/二丁目,139.74284,35.71102
文京区小石川１丁目,27,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,7,0,0,0,1,0,0,3,7,6,1,2,0,0,3,東京都/文京区/小石川/一丁目,139.75208,35.71198
文京区小石川２丁目,14,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,2,4,1,1,0,0,2,東京都/文京区/小石川/二丁目,139.74901,35.71058
文京区小石川３丁目,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,5,1,0,0,0,4,東京都/文京区/小石川/三丁目,139.74786,35.71313
文京区小石川４丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,1,0,1,0,0,0,0,1,7,4,0,0,0,3,東京都/文京区/小石川/四丁目,139.74269,35.71426
文京区小石川５丁目,17,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,9,0,0,6,0,0,0,0,0,0,1,2,4,3,0,0,0,1,東京都/文京区/小石川/五丁目,139.73993,35.71806
文京区白山１丁目,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,0,7,2,0,0,0,0,2,0,1,8,4,0,0,0,4,東京都/文京区/白山/一丁目,139.75276,35.7188
文京区白山２丁目,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,0,0,0,0,0,0,3,4,1,0,0,0,3,東京都/文京区/白山/二丁目,139.74832,35.71738
文京区白山３丁目,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,東京都/文京区/白山/三丁目,139.74232,35.72014
